ville,id_zone,code_grand_quartier,code_iris,nom_quartier,piece,epoque,meuble,annee,ref,min,max
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,1,2015,30.3,21.2,36.4
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,1,2016,30.2,21.14,36.24
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,1,2017,30.4,21.3,36.5
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,0,2015,30.3,21.2,36.4
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,0,2016,30.4,21.28,36.48
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,0,2017,30.6,21.4,36.7
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,1,2015,33.6,23.5,40.3
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,1,2016,34,23.8,40.8
PARIS,2,7510104,,Place-Vendôme,1,Apres 1990,1,2017,34.3,24,41.2
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,0,2015,26.5,18.6,31.8
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,0,2016,26.6,18.62,31.92
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,0,2017,27.2,19,32.6
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,1,2015,29.4,20.6,35.3
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,1,2016,29.8,20.86,35.76
PARIS,2,7510104,,Place-Vendôme,2,Avant 1946,1,2017,30.5,21.4,36.6
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,0,2015,25.8,18.1,31
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,0,2016,26.1,18.27,31.32
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,0,2017,26.5,18.6,31.8
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,1,2015,28.6,20,34.3
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,1,2016,29.2,20.44,35.04
PARIS,2,7510104,,Place-Vendôme,2,1946-1970,1,2017,29.7,20.8,35.6
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,0,2015,24.7,17.3,29.6
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,0,2016,24.8,17.36,29.76
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,0,2017,25.4,17.8,30.5
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,1,2015,27.4,19.2,32.9
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,1,2016,27.8,19.46,33.36
PARIS,2,7510104,,Place-Vendôme,2,1971-1990,1,2017,28.4,19.9,34.1
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,0,2015,24.2,16.9,29
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,0,2016,24.3,17.01,29.16
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,0,2017,25.2,17.6,30.2
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,1,2015,26.9,18.8,32.3
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,1,2016,27.2,19.04,32.64
PARIS,2,7510104,,Place-Vendôme,2,Apres 1990,1,2017,28.2,19.7,33.8
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,0,2015,25.8,18.1,31
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,0,2016,25.2,17.64,30.24
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,0,2017,25.2,17.6,30.2
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,1,2015,28.6,20,34.3
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,1,2016,28.2,19.74,33.84
PARIS,2,7510104,,Place-Vendôme,3,Avant 1946,1,2017,28.2,19.7,33.8
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,0,2015,21.3,14.9,25.6
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,0,2016,21.4,14.98,25.68
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,0,2017,21.4,15,25.7
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,1,2015,23.6,16.5,28.3
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,1,2016,24,16.8,28.8
PARIS,2,7510104,,Place-Vendôme,3,1946-1970,1,2017,24,16.8,28.8
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,0,2015,21.3,14.9,25.6
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,0,2016,21.4,14.98,25.68
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,0,2017,21.4,15,25.7
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,1,2015,23.6,16.5,28.3
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,1,2016,24,16.8,28.8
PARIS,2,7510104,,Place-Vendôme,3,1971-1990,1,2017,24,16.8,28.8
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,0,2015,24.5,17.2,29.4
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,0,2016,24.6,17.22,29.52
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,0,2017,24.6,17.2,29.5
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,1,2015,27.2,19,32.6
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,1,2016,27.6,19.32,33.12
PARIS,2,7510104,,Place-Vendôme,3,Apres 1990,1,2017,27.6,19.3,33.1
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,0,2015,25.2,17.6,30.2
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,0,2016,25.3,17.71,30.36
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,0,2017,25.1,17.6,30.1
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,1,2015,28,19.6,33.6
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,1,2016,28.3,19.81,33.96
PARIS,2,7510104,,Place-Vendôme,4,Avant 1946,1,2017,28.1,19.7,33.7
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,0,2015,21.8,15.3,26.2
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,0,2016,21.9,15.33,26.28
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,0,2017,21.9,15.3,26.3
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,1,2015,24.2,16.9,29
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,1,2016,24.5,17.15,29.4
PARIS,2,7510104,,Place-Vendôme,4,1946-1970,1,2017,24.5,17.2,29.4
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,0,2015,21.8,15.3,26.2
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,0,2016,21.9,15.33,26.28
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,0,2017,21.9,15.3,26.3
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,1,2015,24.2,16.9,29
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,1,2016,24.5,17.15,29.4
PARIS,2,7510104,,Place-Vendôme,4,1971-1990,1,2017,24.5,17.2,29.4
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,0,2015,26.5,18.6,31.8
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,0,2016,26.6,18.62,31.92
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,0,2017,26.6,18.6,31.9
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,1,2015,29.4,20.6,35.3
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,1,2016,29.8,20.86,35.76
PARIS,2,7510104,,Place-Vendôme,4,Apres 1990,1,2017,29.8,20.9,35.8
PARIS,2,7510205,,Gaillon,1,Avant 1946,0,2015,30.3,21.2,36.4
PARIS,2,7510205,,Gaillon,1,Avant 1946,0,2016,30.5,21.35,36.6
PARIS,2,7510205,,Gaillon,1,Avant 1946,0,2017,30.6,21.4,36.7
PARIS,2,7510205,,Gaillon,1,Avant 1946,1,2015,33.6,23.5,40.3
PARIS,2,7510205,,Gaillon,1,Avant 1946,1,2016,34.2,23.94,41.04
PARIS,2,7510205,,Gaillon,1,Avant 1946,1,2017,34.3,24,41.2
PARIS,2,7510205,,Gaillon,1,1946-1970,0,2015,31.4,22,37.7
PARIS,2,7510205,,Gaillon,1,1946-1970,0,2016,31.5,22.05,37.8
PARIS,2,7510205,,Gaillon,1,1946-1970,0,2017,31.9,22.3,38.3
PARIS,2,7510205,,Gaillon,1,1946-1970,1,2015,34.9,24.4,41.9
PARIS,2,7510205,,Gaillon,1,1946-1970,1,2016,35.3,24.71,42.36
PARIS,2,7510205,,Gaillon,1,1946-1970,1,2017,35.7,25,42.8
PARIS,2,7510205,,Gaillon,1,1971-1990,0,2015,27.3,19.1,32.8
PARIS,2,7510205,,Gaillon,1,1971-1990,0,2016,27,18.9,32.4
PARIS,2,7510205,,Gaillon,1,1971-1990,0,2017,27.1,19,32.5
PARIS,2,7510205,,Gaillon,1,1971-1990,1,2015,30.3,21.2,36.4
PARIS,2,7510205,,Gaillon,1,1971-1990,1,2016,30.2,21.14,36.24
PARIS,2,7510205,,Gaillon,1,1971-1990,1,2017,30.4,21.3,36.5
PARIS,2,7510205,,Gaillon,1,Apres 1990,0,2015,30.3,21.2,36.4
PARIS,2,7510205,,Gaillon,1,Apres 1990,0,2016,30.4,21.28,36.48
PARIS,2,7510205,,Gaillon,1,Apres 1990,0,2017,30.6,21.4,36.7
PARIS,2,7510205,,Gaillon,1,Apres 1990,1,2015,33.6,23.5,40.3
PARIS,2,7510205,,Gaillon,1,Apres 1990,1,2016,34,23.8,40.8
PARIS,2,7510205,,Gaillon,1,Apres 1990,1,2017,34.3,24,41.2
PARIS,2,7510205,,Gaillon,2,Avant 1946,0,2015,26.5,18.6,31.8
PARIS,2,7510205,,Gaillon,2,Avant 1946,0,2016,26.6,18.62,31.92
PARIS,2,7510205,,Gaillon,2,Avant 1946,0,2017,27.2,19,32.6
PARIS,2,7510205,,Gaillon,2,Avant 1946,1,2015,29.4,20.6,35.3
PARIS,2,7510205,,Gaillon,2,Avant 1946,1,2016,29.8,20.86,35.76
PARIS,2,7510205,,Gaillon,2,Avant 1946,1,2017,30.5,21.4,36.6
PARIS,2,7510205,,Gaillon,2,1946-1970,0,2015,25.8,18.1,31
PARIS,2,7510205,,Gaillon,2,1946-1970,0,2016,26.1,18.27,31.32
PARIS,2,7510205,,Gaillon,2,1946-1970,0,2017,26.5,18.6,31.8
PARIS,2,7510205,,Gaillon,2,1946-1970,1,2015,28.6,20,34.3
PARIS,2,7510205,,Gaillon,2,1946-1970,1,2016,29.2,20.44,35.04
PARIS,2,7510205,,Gaillon,2,1946-1970,1,2017,29.7,20.8,35.6
PARIS,2,7510205,,Gaillon,2,1971-1990,0,2015,24.7,17.3,29.6
PARIS,2,7510205,,Gaillon,2,1971-1990,0,2016,24.8,17.36,29.76
PARIS,2,7510205,,Gaillon,2,1971-1990,0,2017,25.4,17.8,30.5
PARIS,2,7510205,,Gaillon,2,1971-1990,1,2015,27.4,19.2,32.9
PARIS,2,7510205,,Gaillon,2,1971-1990,1,2016,27.8,19.46,33.36
PARIS,2,7510205,,Gaillon,2,1971-1990,1,2017,28.4,19.9,34.1
PARIS,2,7510205,,Gaillon,2,Apres 1990,0,2015,24.2,16.9,29
PARIS,2,7510205,,Gaillon,2,Apres 1990,0,2016,24.3,17.01,29.16
PARIS,2,7510205,,Gaillon,2,Apres 1990,0,2017,25.2,17.6,30.2
PARIS,2,7510205,,Gaillon,2,Apres 1990,1,2015,26.9,18.8,32.3
PARIS,2,7510205,,Gaillon,2,Apres 1990,1,2016,27.2,19.04,32.64
PARIS,2,7510205,,Gaillon,2,Apres 1990,1,2017,28.2,19.7,33.8
PARIS,2,7510205,,Gaillon,3,Avant 1946,0,2015,25.8,18.1,31
PARIS,2,7510205,,Gaillon,3,Avant 1946,0,2016,25.2,17.64,30.24
PARIS,2,7510205,,Gaillon,3,Avant 1946,0,2017,25.2,17.6,30.2
PARIS,2,7510205,,Gaillon,3,Avant 1946,1,2015,28.6,20,34.3
PARIS,2,7510205,,Gaillon,3,Avant 1946,1,2016,28.2,19.74,33.84
PARIS,2,7510205,,Gaillon,3,Avant 1946,1,2017,28.2,19.7,33.8
PARIS,2,7510205,,Gaillon,3,1946-1970,0,2015,21.3,14.9,25.6
PARIS,2,7510205,,Gaillon,3,1946-1970,0,2016,21.4,14.98,25.68
PARIS,2,7510205,,Gaillon,3,1946-1970,0,2017,21.4,15,25.7
PARIS,2,7510205,,Gaillon,3,1946-1970,1,2015,23.6,16.5,28.3
PARIS,2,7510205,,Gaillon,3,1946-1970,1,2016,24,16.8,28.8
PARIS,2,7510205,,Gaillon,3,1946-1970,1,2017,24,16.8,28.8
PARIS,2,7510205,,Gaillon,3,1971-1990,0,2015,21.3,14.9,25.6
PARIS,2,7510205,,Gaillon,3,1971-1990,0,2016,21.4,14.98,25.68
PARIS,2,7510205,,Gaillon,3,1971-1990,0,2017,21.4,15,25.7
PARIS,2,7510205,,Gaillon,3,1971-1990,1,2015,23.6,16.5,28.3
PARIS,2,7510205,,Gaillon,3,1971-1990,1,2016,24,16.8,28.8
PARIS,2,7510205,,Gaillon,3,1971-1990,1,2017,24,16.8,28.8
PARIS,2,7510205,,Gaillon,3,Apres 1990,0,2015,24.5,17.2,29.4
PARIS,2,7510205,,Gaillon,3,Apres 1990,0,2016,24.6,17.22,29.52
PARIS,2,7510205,,Gaillon,3,Apres 1990,0,2017,24.6,17.2,29.5
PARIS,2,7510205,,Gaillon,3,Apres 1990,1,2015,27.2,19,32.6
PARIS,2,7510205,,Gaillon,3,Apres 1990,1,2016,27.6,19.32,33.12
PARIS,2,7510205,,Gaillon,3,Apres 1990,1,2017,27.6,19.3,33.1
PARIS,2,7510205,,Gaillon,4,Avant 1946,0,2015,25.2,17.6,30.2
PARIS,2,7510205,,Gaillon,4,Avant 1946,0,2016,25.3,17.71,30.36
PARIS,2,7510205,,Gaillon,4,Avant 1946,0,2017,25.1,17.6,30.1
PARIS,2,7510205,,Gaillon,4,Avant 1946,1,2015,28,19.6,33.6
PARIS,2,7510205,,Gaillon,4,Avant 1946,1,2016,28.3,19.81,33.96
PARIS,2,7510205,,Gaillon,4,Avant 1946,1,2017,28.1,19.7,33.7
PARIS,2,7510205,,Gaillon,4,1946-1970,0,2015,21.8,15.3,26.2
PARIS,2,7510205,,Gaillon,4,1946-1970,0,2016,21.9,15.33,26.28
PARIS,2,7510205,,Gaillon,4,1946-1970,0,2017,21.9,15.3,26.3
PARIS,2,7510205,,Gaillon,4,1946-1970,1,2015,24.2,16.9,29
PARIS,2,7510205,,Gaillon,4,1946-1970,1,2016,24.5,17.15,29.4
PARIS,2,7510205,,Gaillon,4,1946-1970,1,2017,24.5,17.2,29.4
PARIS,2,7510205,,Gaillon,4,1971-1990,0,2015,21.8,15.3,26.2
PARIS,2,7510205,,Gaillon,4,1971-1990,0,2016,21.9,15.33,26.28
PARIS,2,7510205,,Gaillon,4,1971-1990,0,2017,21.9,15.3,26.3
PARIS,2,7510205,,Gaillon,4,1971-1990,1,2015,24.2,16.9,29
PARIS,2,7510205,,Gaillon,4,1971-1990,1,2016,24.5,17.15,29.4
PARIS,2,7510205,,Gaillon,4,1971-1990,1,2017,24.5,17.2,29.4
PARIS,2,7510205,,Gaillon,4,Apres 1990,0,2015,26.5,18.6,31.8
PARIS,2,7510205,,Gaillon,4,Apres 1990,0,2016,26.6,18.62,31.92
PARIS,2,7510205,,Gaillon,4,Apres 1990,0,2017,26.6,18.6,31.9
PARIS,2,7510205,,Gaillon,4,Apres 1990,1,2015,29.4,20.6,35.3
PARIS,2,7510205,,Gaillon,4,Apres 1990,1,2016,29.8,20.86,35.76
PARIS,2,7510205,,Gaillon,4,Apres 1990,1,2017,29.8,20.9,35.8
PARIS,4,7510206,,Vivienne,1,Avant 1946,0,2015,27.8,19.5,33.4
PARIS,4,7510206,,Vivienne,1,Avant 1946,0,2016,29.7,20.79,35.64
PARIS,4,7510206,,Vivienne,1,Avant 1946,0,2017,31.1,21.8,37.3
PARIS,4,7510206,,Vivienne,1,Avant 1946,1,2015,30.9,21.6,37.1
PARIS,4,7510206,,Vivienne,1,Avant 1946,1,2016,33.3,23.31,39.96
PARIS,4,7510206,,Vivienne,1,Avant 1946,1,2017,34.8,24.4,41.8
PARIS,4,7510206,,Vivienne,1,1946-1970,0,2015,27.8,19.5,33.4
PARIS,4,7510206,,Vivienne,1,1946-1970,0,2016,27.9,19.53,33.48
PARIS,4,7510206,,Vivienne,1,1946-1970,0,2017,28.1,19.7,33.7
PARIS,4,7510206,,Vivienne,1,1946-1970,1,2015,30.9,21.6,37.1
PARIS,4,7510206,,Vivienne,1,1946-1970,1,2016,31.2,21.84,37.44
PARIS,4,7510206,,Vivienne,1,1946-1970,1,2017,31.5,22.1,37.8
PARIS,4,7510206,,Vivienne,1,1971-1990,0,2015,27.8,19.5,33.4
PARIS,4,7510206,,Vivienne,1,1971-1990,0,2016,27.9,19.53,33.48
PARIS,4,7510206,,Vivienne,1,1971-1990,0,2017,28.1,19.7,33.7
PARIS,4,7510206,,Vivienne,1,1971-1990,1,2015,30.9,21.6,37.1
PARIS,4,7510206,,Vivienne,1,1971-1990,1,2016,31.2,21.84,37.44
PARIS,4,7510206,,Vivienne,1,1971-1990,1,2017,31.5,22.1,37.8
PARIS,4,7510206,,Vivienne,1,Apres 1990,0,2015,28.1,19.7,33.7
PARIS,4,7510206,,Vivienne,1,Apres 1990,0,2016,28.2,19.74,33.84
PARIS,4,7510206,,Vivienne,1,Apres 1990,0,2017,28.4,19.9,34.1
PARIS,4,7510206,,Vivienne,1,Apres 1990,1,2015,31.2,21.8,37.4
PARIS,4,7510206,,Vivienne,1,Apres 1990,1,2016,31.6,22.12,37.92
PARIS,4,7510206,,Vivienne,1,Apres 1990,1,2017,31.8,22.3,38.2
PARIS,4,7510206,,Vivienne,2,Avant 1946,0,2015,26.3,18.4,31.6
PARIS,4,7510206,,Vivienne,2,Avant 1946,0,2016,26.2,18.34,31.44
PARIS,4,7510206,,Vivienne,2,Avant 1946,0,2017,26.1,18.3,31.3
PARIS,4,7510206,,Vivienne,2,Avant 1946,1,2015,29.2,20.4,35
PARIS,4,7510206,,Vivienne,2,Avant 1946,1,2016,29.3,20.51,35.16
PARIS,4,7510206,,Vivienne,2,Avant 1946,1,2017,29.2,20.4,35
PARIS,4,7510206,,Vivienne,2,1946-1970,0,2015,22.2,15.5,26.6
PARIS,4,7510206,,Vivienne,2,1946-1970,0,2016,22.4,15.68,26.88
PARIS,4,7510206,,Vivienne,2,1946-1970,0,2017,22.5,15.8,27
PARIS,4,7510206,,Vivienne,2,1946-1970,1,2015,24.6,17.2,29.5
PARIS,4,7510206,,Vivienne,2,1946-1970,1,2016,25.1,17.57,30.12
PARIS,4,7510206,,Vivienne,2,1946-1970,1,2017,25.2,17.6,30.2
PARIS,4,7510206,,Vivienne,2,1971-1990,0,2015,20.6,14.4,24.7
PARIS,4,7510206,,Vivienne,2,1971-1990,0,2016,20.7,14.49,24.84
PARIS,4,7510206,,Vivienne,2,1971-1990,0,2017,20.7,14.5,24.8
PARIS,4,7510206,,Vivienne,2,1971-1990,1,2015,22.9,16,27.5
PARIS,4,7510206,,Vivienne,2,1971-1990,1,2016,23.2,16.24,27.84
PARIS,4,7510206,,Vivienne,2,1971-1990,1,2017,23.2,16.2,27.8
PARIS,4,7510206,,Vivienne,2,Apres 1990,0,2015,25.1,17.6,30.1
PARIS,4,7510206,,Vivienne,2,Apres 1990,0,2016,25.4,17.78,30.48
PARIS,4,7510206,,Vivienne,2,Apres 1990,0,2017,25.7,18,30.8
PARIS,4,7510206,,Vivienne,2,Apres 1990,1,2015,27.9,19.5,33.5
PARIS,4,7510206,,Vivienne,2,Apres 1990,1,2016,28.4,19.88,34.08
PARIS,4,7510206,,Vivienne,2,Apres 1990,1,2017,28.8,20.2,34.6
PARIS,4,7510206,,Vivienne,3,Avant 1946,0,2015,24.1,16.9,28.9
PARIS,4,7510206,,Vivienne,3,Avant 1946,0,2016,24.3,17.01,29.16
PARIS,4,7510206,,Vivienne,3,Avant 1946,0,2017,24.2,16.9,29
PARIS,4,7510206,,Vivienne,3,Avant 1946,1,2015,26.8,18.8,32.2
PARIS,4,7510206,,Vivienne,3,Avant 1946,1,2016,27.2,19.04,32.64
PARIS,4,7510206,,Vivienne,3,Avant 1946,1,2017,27.1,19,32.5
PARIS,4,7510206,,Vivienne,3,1946-1970,0,2015,20.8,14.6,25
PARIS,4,7510206,,Vivienne,3,1946-1970,0,2016,20.8,14.56,24.96
PARIS,4,7510206,,Vivienne,3,1946-1970,0,2017,20.9,14.6,25.1
PARIS,4,7510206,,Vivienne,3,1946-1970,1,2015,23.1,16.2,27.7
PARIS,4,7510206,,Vivienne,3,1946-1970,1,2016,23.3,16.31,27.96
PARIS,4,7510206,,Vivienne,3,1946-1970,1,2017,23.4,16.4,28.1
PARIS,4,7510206,,Vivienne,3,1971-1990,0,2015,21.5,15.1,25.8
PARIS,4,7510206,,Vivienne,3,1971-1990,0,2016,21.9,15.33,26.28
PARIS,4,7510206,,Vivienne,3,1971-1990,0,2017,22,15.4,26.4
PARIS,4,7510206,,Vivienne,3,1971-1990,1,2015,23.9,16.7,28.7
PARIS,4,7510206,,Vivienne,3,1971-1990,1,2016,24.5,17.15,29.4
PARIS,4,7510206,,Vivienne,3,1971-1990,1,2017,24.6,17.2,29.5
PARIS,4,7510206,,Vivienne,3,Apres 1990,0,2015,20.4,14.3,24.5
PARIS,4,7510206,,Vivienne,3,Apres 1990,0,2016,20.5,14.35,24.6
PARIS,4,7510206,,Vivienne,3,Apres 1990,0,2017,20.6,14.4,24.7
PARIS,4,7510206,,Vivienne,3,Apres 1990,1,2015,22.6,15.8,27.1
PARIS,4,7510206,,Vivienne,3,Apres 1990,1,2016,23,16.1,27.6
PARIS,4,7510206,,Vivienne,3,Apres 1990,1,2017,23.1,16.2,27.7
PARIS,4,7510206,,Vivienne,4,Avant 1946,0,2015,24,16.8,28.8
PARIS,4,7510206,,Vivienne,4,Avant 1946,0,2016,24.1,16.87,28.92
PARIS,4,7510206,,Vivienne,4,Avant 1946,0,2017,24.1,16.9,28.9
PARIS,4,7510206,,Vivienne,4,Avant 1946,1,2015,26.6,18.6,31.9
PARIS,4,7510206,,Vivienne,4,Avant 1946,1,2016,27,18.9,32.4
PARIS,4,7510206,,Vivienne,4,Avant 1946,1,2017,27,18.9,32.4
PARIS,4,7510206,,Vivienne,4,1946-1970,0,2015,22.4,15.7,26.9
PARIS,4,7510206,,Vivienne,4,1946-1970,0,2016,22.5,15.75,27
PARIS,4,7510206,,Vivienne,4,1946-1970,0,2017,22.5,15.8,27
PARIS,4,7510206,,Vivienne,4,1946-1970,1,2015,24.9,17.4,29.9
PARIS,4,7510206,,Vivienne,4,1946-1970,1,2016,25.2,17.64,30.24
PARIS,4,7510206,,Vivienne,4,1946-1970,1,2017,25.2,17.6,30.2
PARIS,4,7510206,,Vivienne,4,1971-1990,0,2015,22.4,15.7,26.9
PARIS,4,7510206,,Vivienne,4,1971-1990,0,2016,22.1,15.47,26.52
PARIS,4,7510206,,Vivienne,4,1971-1990,0,2017,22,15.4,26.4
PARIS,4,7510206,,Vivienne,4,1971-1990,1,2015,24.9,17.4,29.9
PARIS,4,7510206,,Vivienne,4,1971-1990,1,2016,24.8,17.36,29.76
PARIS,4,7510206,,Vivienne,4,1971-1990,1,2017,24.6,17.2,29.5
PARIS,4,7510206,,Vivienne,4,Apres 1990,0,2015,22.9,16,27.5
PARIS,4,7510206,,Vivienne,4,Apres 1990,0,2016,23.8,16.66,28.56
PARIS,4,7510206,,Vivienne,4,Apres 1990,0,2017,24.2,16.9,29
PARIS,4,7510206,,Vivienne,4,Apres 1990,1,2015,25.4,17.8,30.5
PARIS,4,7510206,,Vivienne,4,Apres 1990,1,2016,26.7,18.69,32.04
PARIS,4,7510206,,Vivienne,4,Apres 1990,1,2017,27.1,19,32.5
PARIS,4,7510207,,Mail,1,Avant 1946,0,2015,27.8,19.5,33.4
PARIS,4,7510207,,Mail,1,Avant 1946,0,2016,29.7,20.79,35.64
PARIS,4,7510207,,Mail,1,Avant 1946,0,2017,31.1,21.8,37.3
PARIS,4,7510207,,Mail,1,Avant 1946,1,2015,30.9,21.6,37.1
PARIS,4,7510207,,Mail,1,Avant 1946,1,2016,33.3,23.31,39.96
PARIS,4,7510207,,Mail,1,Avant 1946,1,2017,34.8,24.4,41.8
PARIS,4,7510207,,Mail,1,1946-1970,0,2015,27.8,19.5,33.4
PARIS,4,7510207,,Mail,1,1946-1970,0,2016,27.9,19.53,33.48
PARIS,4,7510207,,Mail,1,1946-1970,0,2017,28.1,19.7,33.7
PARIS,4,7510207,,Mail,1,1946-1970,1,2015,30.9,21.6,37.1
PARIS,4,7510207,,Mail,1,1946-1970,1,2016,31.2,21.84,37.44
PARIS,4,7510207,,Mail,1,1946-1970,1,2017,31.5,22.1,37.8
PARIS,4,7510207,,Mail,1,1971-1990,0,2015,27.8,19.5,33.4
PARIS,4,7510207,,Mail,1,1971-1990,0,2016,27.9,19.53,33.48
PARIS,4,7510207,,Mail,1,1971-1990,0,2017,28.1,19.7,33.7
PARIS,4,7510207,,Mail,1,1971-1990,1,2015,30.9,21.6,37.1
PARIS,4,7510207,,Mail,1,1971-1990,1,2016,31.2,21.84,37.44
PARIS,4,7510207,,Mail,1,1971-1990,1,2017,31.5,22.1,37.8
PARIS,4,7510207,,Mail,1,Apres 1990,0,2015,28.1,19.7,33.7
PARIS,4,7510207,,Mail,1,Apres 1990,0,2016,28.2,19.74,33.84
PARIS,4,7510207,,Mail,1,Apres 1990,0,2017,28.4,19.9,34.1
PARIS,4,7510207,,Mail,1,Apres 1990,1,2015,31.2,21.8,37.4
PARIS,4,7510207,,Mail,1,Apres 1990,1,2016,31.6,22.12,37.92
PARIS,4,7510207,,Mail,1,Apres 1990,1,2017,31.8,22.3,38.2
PARIS,4,7510207,,Mail,2,Avant 1946,0,2015,26.3,18.4,31.6
PARIS,4,7510207,,Mail,2,Avant 1946,0,2016,26.2,18.34,31.44
PARIS,4,7510207,,Mail,2,Avant 1946,0,2017,26.1,18.3,31.3
PARIS,4,7510207,,Mail,2,Avant 1946,1,2015,29.2,20.4,35
PARIS,4,7510207,,Mail,2,Avant 1946,1,2016,29.3,20.51,35.16
PARIS,4,7510207,,Mail,2,Avant 1946,1,2017,29.2,20.4,35
PARIS,4,7510207,,Mail,2,1946-1970,0,2015,22.2,15.5,26.6
PARIS,4,7510207,,Mail,2,1946-1970,0,2016,22.4,15.68,26.88
PARIS,4,7510207,,Mail,2,1946-1970,0,2017,22.5,15.8,27
PARIS,4,7510207,,Mail,2,1946-1970,1,2015,24.6,17.2,29.5
PARIS,4,7510207,,Mail,2,1946-1970,1,2016,25.1,17.57,30.12
PARIS,4,7510207,,Mail,2,1946-1970,1,2017,25.2,17.6,30.2
PARIS,4,7510207,,Mail,2,1971-1990,0,2015,20.6,14.4,24.7
PARIS,4,7510207,,Mail,2,1971-1990,0,2016,20.7,14.49,24.84
PARIS,4,7510207,,Mail,2,1971-1990,0,2017,20.7,14.5,24.8
PARIS,4,7510207,,Mail,2,1971-1990,1,2015,22.9,16,27.5
PARIS,4,7510207,,Mail,2,1971-1990,1,2016,23.2,16.24,27.84
PARIS,4,7510207,,Mail,2,1971-1990,1,2017,23.2,16.2,27.8
PARIS,4,7510207,,Mail,2,Apres 1990,0,2015,25.1,17.6,30.1
PARIS,4,7510207,,Mail,2,Apres 1990,0,2016,25.4,17.78,30.48
PARIS,4,7510207,,Mail,2,Apres 1990,0,2017,25.7,18,30.8
PARIS,4,7510207,,Mail,2,Apres 1990,1,2015,27.9,19.5,33.5
PARIS,4,7510207,,Mail,2,Apres 1990,1,2016,28.4,19.88,34.08
